sensor_id,site,start_timestamp,end_timestamp,event_type,channel,severity,duration_minutes,evidence,message,alert_recommended
1,Tulkarem Municipality,2026-08-11T16:15:00+00:00,2026-08-11T16:15:00+00:00,jump,temperature,warning,0.0,"{""first"":{""absolute_change"":2.4499999999999993,""threshold"":1.4646879999999933,""reference_differences"":95,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""last"":{""absolute_change"":2.4499999999999993,""threshold"":1.4646879999999933,""reference_differences"":95,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""evaluations"":1}","temperature changed by 2.45, above its causal robust threshold 1.46.",True
2,ANNU New Campus,2026-08-11T16:15:00+00:00,2026-08-11T16:45:00+00:00,jump,temperature,warning,30.0,"{""first"":{""absolute_change"":1.5600000000000023,""threshold"":1.0888639999999803,""reference_differences"":95,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""last"":{""absolute_change"":1.1600000000000001,""threshold"":1.0888639999999803,""reference_differences"":97,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""evaluations"":3}","temperature changed by 1.16, above its causal robust threshold 1.09.",True
4,ANNU Old Campus,2026-08-11T20:30:00+00:00,2026-08-11T20:30:00+00:00,jump,humidity,warning,0.0,"{""first"":{""absolute_change"":6.82,""threshold"":6.5660959999999875,""reference_differences"":112,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""last"":{""absolute_change"":6.82,""threshold"":6.5660959999999875,""reference_differences"":112,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""evaluations"":1}","humidity changed by 6.82, above its causal robust threshold 6.57.",True
1,Tulkarem Municipality,2026-08-12T14:45:00+00:00,2026-08-12T14:45:00+00:00,jump,temperature,warning,0.0,"{""first"":{""absolute_change"":1.3999999999999986,""threshold"":1.3460799999999749,""reference_differences"":185,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""last"":{""absolute_change"":1.3999999999999986,""threshold"":1.3460799999999749,""reference_differences"":185,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""evaluations"":1}","temperature changed by 1.4, above its causal robust threshold 1.35.",True
1,Tulkarem Municipality,2026-08-12T16:00:00+00:00,2026-08-12T16:00:00+00:00,jump,pm25,warning,0.0,"{""first"":{""absolute_change"":7.450000000000001,""threshold"":4.9584960000000065,""reference_differences"":190,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""last"":{""absolute_change"":7.450000000000001,""threshold"":4.9584960000000065,""reference_differences"":190,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""evaluations"":1}","pm25 changed by 7.45, above its causal robust threshold 4.96.",True
1,Tulkarem Municipality,2026-08-12T16:00:00+00:00,2026-08-12T16:30:00+00:00,jump,temperature,warning,30.0,"{""first"":{""absolute_change"":1.3900000000000006,""threshold"":1.3460799999999749,""reference_differences"":190,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""last"":{""absolute_change"":1.4200000000000017,""threshold"":1.346079999999996,""reference_differences"":192,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""evaluations"":3}","temperature changed by 1.42, above its causal robust threshold 1.35.",True
4,ANNU Old Campus,2026-08-12T16:00:00+00:00,2026-08-12T16:00:00+00:00,jump,temperature,warning,0.0,"{""first"":{""absolute_change"":2.1899999999999977,""threshold"":1.9791200000000244,""reference_differences"":190,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""last"":{""absolute_change"":2.1899999999999977,""threshold"":1.9791200000000244,""reference_differences"":190,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""evaluations"":1}","temperature changed by 2.19, above its causal robust threshold 1.98.",True
2,ANNU New Campus,2026-08-12T16:30:00+00:00,2026-08-12T16:30:00+00:00,jump,temperature,warning,0.0,"{""first"":{""absolute_change"":1.5300000000000011,""threshold"":1.410383999999962,""reference_differences"":192,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""last"":{""absolute_change"":1.5300000000000011,""threshold"":1.410383999999962,""reference_differences"":192,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""evaluations"":1}","temperature changed by 1.53, above its causal robust threshold 1.41.",True
4,ANNU Old Campus,2026-08-12T16:30:00+00:00,2026-08-12T16:45:00+00:00,jump,temperature,warning,15.0,"{""first"":{""absolute_change"":2.210000000000001,""threshold"":1.9791200000000702,""reference_differences"":192,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""last"":{""absolute_change"":2.450000000000003,""threshold"":1.9791200000000702,""reference_differences"":193,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""evaluations"":2}","temperature changed by 2.45, above its causal robust threshold 1.98.",True
1,Tulkarem Municipality,2026-08-12T16:45:00+00:00,2026-08-12T17:00:00+00:00,jump,pm25,warning,15.0,"{""first"":{""absolute_change"":14.780000000000001,""threshold"":5.235712000000006,""reference_differences"":193,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""last"":{""absolute_change"":12.530000000000001,""threshold"":5.359319999999972,""reference_differences"":194,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""evaluations"":2}","pm25 changed by 12.53, above its causal robust threshold 5.36.",True
1,Tulkarem Municipality,2026-08-12T17:30:00+00:00,2026-08-12T17:30:00+00:00,jump,pm25,warning,0.0,"{""first"":{""absolute_change"":18.539999999999996,""threshold"":5.364319999999993,""reference_differences"":196,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""last"":{""absolute_change"":18.539999999999996,""threshold"":5.364319999999993,""reference_differences"":196,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""evaluations"":1}","pm25 changed by 18.54, above its causal robust threshold 5.36.",True
1,Tulkarem Municipality,2026-08-12T18:15:00+00:00,2026-08-12T18:15:00+00:00,jump,pm25,warning,0.0,"{""first"":{""absolute_change"":7.59,""threshold"":5.6215359999999555,""reference_differences"":199,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""last"":{""absolute_change"":7.59,""threshold"":5.6215359999999555,""reference_differences"":199,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""evaluations"":1}","pm25 changed by 7.59, above its causal robust threshold 5.62.",True
2,ANNU New Campus,2026-08-12T19:30:00+00:00,2026-08-12T19:30:00+00:00,jump,humidity,warning,0.0,"{""first"":{""absolute_change"":7.609999999999999,""threshold"":7.46774400000004,""reference_differences"":204,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""last"":{""absolute_change"":7.609999999999999,""threshold"":7.46774400000004,""reference_differences"":204,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""evaluations"":1}","humidity changed by 7.61, above its causal robust threshold 7.47.",True
2,ANNU New Campus,2026-08-12T19:30:00+00:00,2026-08-12T19:30:00+00:00,jump,pm25,warning,0.0,"{""first"":{""absolute_change"":3.6900000000000013,""threshold"":3.503807999999997,""reference_differences"":204,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""last"":{""absolute_change"":3.6900000000000013,""threshold"":3.503807999999997,""reference_differences"":204,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""evaluations"":1}","pm25 changed by 3.69, above its causal robust threshold 3.50.",True
4,ANNU Old Campus,2026-08-12T19:30:00+00:00,2026-08-12T20:00:00+00:00,jump,humidity,warning,30.0,"{""first"":{""absolute_change"":10.21,""threshold"":5.522928000000001,""reference_differences"":204,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""last"":{""absolute_change"":7.770000000000003,""threshold"":5.651535999999999,""reference_differences"":206,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""evaluations"":3}","humidity changed by 7.77, above its causal robust threshold 5.65.",True
4,ANNU Old Campus,2026-08-12T19:30:00+00:00,2026-08-12T19:30:00+00:00,jump,pm25,warning,0.0,"{""first"":{""absolute_change"":3.8100000000000005,""threshold"":3.077983999999994,""reference_differences"":204,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""last"":{""absolute_change"":3.8100000000000005,""threshold"":3.077983999999994,""reference_differences"":204,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""evaluations"":1}","pm25 changed by 3.81, above its causal robust threshold 3.08.",True
2,ANNU New Campus,2026-08-12T20:45:00+00:00,2026-08-12T20:45:00+00:00,jump,humidity,warning,0.0,"{""first"":{""absolute_change"":8.229999999999997,""threshold"":7.809263999999979,""reference_differences"":209,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""last"":{""absolute_change"":8.229999999999997,""threshold"":7.809263999999979,""reference_differences"":209,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""evaluations"":1}","humidity changed by 8.23, above its causal robust threshold 7.81.",True
4,ANNU Old Campus,2026-08-12T23:30:00+00:00,2026-08-12T23:45:00+00:00,jump,pm25,warning,15.0,"{""first"":{""absolute_change"":4.74,""threshold"":3.1372879999999927,""reference_differences"":220,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""last"":{""absolute_change"":3.67,""threshold"":3.196591999999981,""reference_differences"":221,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""evaluations"":2}","pm25 changed by 3.67, above its causal robust threshold 3.20.",True
2,ANNU New Campus,2026-08-13T03:45:00+00:00,2026-08-13T04:00:00+00:00,jump,pm25,warning,15.0,"{""first"":{""absolute_change"":4.940000000000001,""threshold"":3.503807999999997,""reference_differences"":237,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""last"":{""absolute_change"":3.710000000000001,""threshold"":3.503807999999997,""reference_differences"":238,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""evaluations"":2}","pm25 changed by 3.71, above its causal robust threshold 3.50.",True
4,ANNU Old Campus,2026-08-13T04:00:00+00:00,2026-08-13T04:15:00+00:00,jump,pm25,warning,15.0,"{""first"":{""absolute_change"":4.09,""threshold"":3.2608960000000016,""reference_differences"":238,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""last"":{""absolute_change"":5.23,""threshold"":3.3251999999999993,""reference_differences"":239,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""evaluations"":2}","pm25 changed by 5.23, above its causal robust threshold 3.33.",True
4,ANNU Old Campus,2026-08-13T05:15:00+00:00,2026-08-13T05:30:00+00:00,jump,pm25,warning,15.0,"{""first"":{""absolute_change"":16.570000000000004,""threshold"":3.3251999999999993,""reference_differences"":243,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""last"":{""absolute_change"":18.740000000000002,""threshold"":3.3251999999999895,""reference_differences"":244,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""evaluations"":2}","pm25 changed by 18.74, above its causal robust threshold 3.33.",True
1,Tulkarem Municipality,2026-08-13T06:00:00+00:00,2026-08-13T06:15:00+00:00,jump,pm25,warning,15.0,"{""first"":{""absolute_change"":10.29,""threshold"":5.166407999999999,""reference_differences"":246,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""last"":{""absolute_change"":9.43,""threshold"":5.225712000000008,""reference_differences"":247,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""evaluations"":2}","pm25 changed by 9.43, above its causal robust threshold 5.23.",True
1,Tulkarem Municipality,2026-08-13T07:15:00+00:00,2026-08-13T07:15:00+00:00,jump,pm25,warning,0.0,"{""first"":{""absolute_change"":10.440000000000001,""threshold"":5.344319999999985,""reference_differences"":251,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""last"":{""absolute_change"":10.440000000000001,""threshold"":5.344319999999985,""reference_differences"":251,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""evaluations"":1}","pm25 changed by 10.44, above its causal robust threshold 5.34.",True
1,Tulkarem Municipality,2026-08-13T07:45:00+00:00,2026-08-13T07:45:00+00:00,abnormal_noise,pm25,warning,0.0,"{""first"":{""recent_difference_mad"":7.620564000000006,""reference_difference_mad"":0.889560000000002,""variability_ratio"":8.566666666666654,""sign_changes"":5,""window_samples"":8},""last"":{""recent_difference_mad"":7.620564000000006,""reference_difference_mad"":0.889560000000002,""variability_ratio"":8.566666666666654,""sign_changes"":5,""window_samples"":8},""evaluations"":1}",pm25 is rapidly oscillating above its historical variability.,True
1,Tulkarem Municipality,2026-08-13T07:45:00+00:00,2026-08-13T07:45:00+00:00,jump,pm25,warning,0.0,"{""first"":{""absolute_change"":10.389999999999997,""threshold"":5.472927999999991,""reference_differences"":253,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""last"":{""absolute_change"":10.389999999999997,""threshold"":5.472927999999991,""reference_differences"":253,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""evaluations"":1}","pm25 changed by 10.39, above its causal robust threshold 5.47.",True
4,ANNU Old Campus,2026-08-13T08:15:00+00:00,2026-08-13T08:15:00+00:00,jump,pm25,warning,0.0,"{""first"":{""absolute_change"":3.740000000000002,""threshold"":3.4638080000000193,""reference_differences"":255,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""last"":{""absolute_change"":3.740000000000002,""threshold"":3.4638080000000193,""reference_differences"":255,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""evaluations"":1}","pm25 changed by 3.74, above its causal robust threshold 3.46.",True
1,Tulkarem Municipality,2026-08-13T09:30:00+00:00,2026-08-13T09:30:00+00:00,sampling_gap,,warning,0.0,"{""first"":{""gap_minutes"":30.0,""missed_intervals"":1},""last"":{""gap_minutes"":30.0,""missed_intervals"":1},""evaluations"":1}",Sensor missed 1 expected reporting interval(s).,True
4,ANNU Old Campus,2026-08-13T09:30:00+00:00,2026-08-13T09:30:00+00:00,missing_timestamp,,warning,0.0,"{""first"":{""gap_minutes"":30.0,""missed_intervals"":2},""last"":{""gap_minutes"":30.0,""missed_intervals"":2},""evaluations"":1}",No sensor row arrived at the expected timestamp; 2 interval(s) are missing.,True
4,ANNU Old Campus,2026-08-13T09:45:00+00:00,2026-08-13T09:45:00+00:00,sampling_gap,,warning,0.0,"{""first"":{""gap_minutes"":45.0,""missed_intervals"":2},""last"":{""gap_minutes"":45.0,""missed_intervals"":2},""evaluations"":1}",Sensor missed 2 expected reporting interval(s).,True
2,ANNU New Campus,2026-08-13T16:00:00+00:00,2026-08-13T16:45:00+00:00,possible_drift,humidity,warning,45.0,"{""first"":{""recent_samples"":96,""baseline_samples"":192,""median_shift"":16.560000000000002,""robust_scale"":5.278056,""same_side_fraction"":0.96875},""last"":{""recent_samples"":96,""baseline_samples"":195,""median_shift"":16.505,""robust_scale"":5.203926000000002,""same_side_fraction"":0.96875},""evaluations"":4}",Possible Drift: humidity shows a sustained +16.50 offset from its trailing baseline.,True
2,ANNU New Campus,2026-08-13T16:00:00+00:00,2026-08-15T18:45:00+00:00,possible_drift,pm25,warning,3045.0,"{""first"":{""recent_samples"":96,""baseline_samples"":192,""median_shift"":5.490000000000002,""robust_scale"":1.6975769999999992,""same_side_fraction"":0.9479166666666666},""last"":{""recent_samples"":96,""baseline_samples"":395,""median_shift"":15.905,""robust_scale"":5.218751999999999,""same_side_fraction"":1.0},""evaluations"":204}",Possible Drift: pm25 shows a sustained +15.90 offset from its trailing baseline.,True
2,ANNU New Campus,2026-08-13T16:15:00+00:00,2026-08-13T16:15:00+00:00,jump,pm25,warning,0.0,"{""first"":{""absolute_change"":5.27,""threshold"":3.7810239999999915,""reference_differences"":287,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""last"":{""absolute_change"":5.27,""threshold"":3.7810239999999915,""reference_differences"":287,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""evaluations"":1}","pm25 changed by 5.27, above its causal robust threshold 3.78.",True
2,ANNU New Campus,2026-08-14T00:30:00+00:00,2026-08-14T15:00:00+00:00,possible_drift,humidity,warning,870.0,"{""first"":{""recent_samples"":96,""baseline_samples"":226,""median_shift"":22.584999999999994,""robust_scale"":7.205435999999996,""same_side_fraction"":1.0},""last"":{""recent_samples"":96,""baseline_samples"":284,""median_shift"":32.02999999999999,""robust_scale"":10.608003000000002,""same_side_fraction"":1.0},""evaluations"":59}",Possible Drift: humidity shows a sustained +32.03 offset from its trailing baseline.,True
4,ANNU Old Campus,2026-08-14T05:00:00+00:00,2026-08-14T05:00:00+00:00,jump,pm25,warning,0.0,"{""first"":{""absolute_change"":8.020000000000003,""threshold"":5.205712000000008,""reference_differences"":76,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""last"":{""absolute_change"":8.020000000000003,""threshold"":5.205712000000008,""reference_differences"":76,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""evaluations"":1}","pm25 changed by 8.02, above its causal robust threshold 5.21.",True
4,ANNU Old Campus,2026-08-14T05:30:00+00:00,2026-08-14T06:00:00+00:00,abnormal_noise,pm25,warning,30.0,"{""first"":{""recent_difference_mad"":4.403322000000001,""reference_difference_mad"":0.815430000000001,""variability_ratio"":5.399999999999995,""sign_changes"":5,""window_samples"":8},""last"":{""recent_difference_mad"":4.188344999999999,""reference_difference_mad"":0.815430000000001,""variability_ratio"":5.136363636363629,""sign_changes"":5,""window_samples"":8},""evaluations"":3}",pm25 is rapidly oscillating above its historical variability.,True
1,Tulkarem Municipality,2026-08-14T14:15:00+00:00,2026-08-14T14:15:00+00:00,abnormal_noise,no2,warning,0.0,"{""first"":{""recent_difference_mad"":0.05930400000000137,""reference_difference_mad"":0.014825999999999683,""variability_ratio"":4.000000000000178,""sign_changes"":5,""window_samples"":8},""last"":{""recent_difference_mad"":0.05930400000000137,""reference_difference_mad"":0.014825999999999683,""variability_ratio"":4.000000000000178,""sign_changes"":5,""window_samples"":8},""evaluations"":1}",no2 is rapidly oscillating above its historical variability.,True
1,Tulkarem Municipality,2026-08-14T15:00:00+00:00,2026-08-14T15:00:00+00:00,abnormal_noise,no2,warning,0.0,"{""first"":{""recent_difference_mad"":0.08154300000000089,""reference_difference_mad"":0.014826000000001,""variability_ratio"":5.499999999999689,""sign_changes"":6,""window_samples"":8},""last"":{""recent_difference_mad"":0.08154300000000089,""reference_difference_mad"":0.014826000000001,""variability_ratio"":5.499999999999689,""sign_changes"":6,""window_samples"":8},""evaluations"":1}",no2 is rapidly oscillating above its historical variability.,True
1,Tulkarem Municipality,2026-08-14T20:30:00+00:00,2026-08-14T20:30:00+00:00,jump,pm25,warning,0.0,"{""first"":{""absolute_change"":5.43,""threshold"":3.7710240000000126,""reference_differences"":139,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""last"":{""absolute_change"":5.43,""threshold"":3.7710240000000126,""reference_differences"":139,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""evaluations"":1}","pm25 changed by 5.43, above its causal robust threshold 3.77.",True
1,Tulkarem Municipality,2026-08-14T21:15:00+00:00,2026-08-14T21:15:00+00:00,jump,pm25,warning,0.0,"{""first"":{""absolute_change"":5.210000000000001,""threshold"":3.8353280000000245,""reference_differences"":142,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""last"":{""absolute_change"":5.210000000000001,""threshold"":3.8353280000000245,""reference_differences"":142,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""evaluations"":1}","pm25 changed by 5.21, above its causal robust threshold 3.84.",True
2,ANNU New Campus,2026-08-15T02:45:00+00:00,2026-08-15T02:45:00+00:00,jump,pm25,warning,0.0,"{""first"":{""absolute_change"":5.719999999999999,""threshold"":4.424064,""reference_differences"":425,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""last"":{""absolute_change"":5.719999999999999,""threshold"":4.424064,""reference_differences"":425,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""evaluations"":1}","pm25 changed by 5.72, above its causal robust threshold 4.42.",True
1,Tulkarem Municipality,2026-08-15T08:30:00+00:00,2026-08-15T08:45:00+00:00,abnormal_noise,no2,warning,15.0,"{""first"":{""recent_difference_mad"":0.08154299999999826,""reference_difference_mad"":0.014825999999999683,""variability_ratio"":5.5,""sign_changes"":5,""window_samples"":8},""last"":{""recent_difference_mad"":0.06671699999999857,""reference_difference_mad"":0.014825999999999683,""variability_ratio"":4.5,""sign_changes"":5,""window_samples"":8},""evaluations"":2}",no2 is rapidly oscillating above its historical variability.,True
1,Tulkarem Municipality,2026-08-15T15:00:00+00:00,2026-08-15T15:00:00+00:00,jump,temperature,warning,0.0,"{""first"":{""absolute_change"":1.5300000000000047,""threshold"":1.494687999999991,""reference_differences"":213,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""last"":{""absolute_change"":1.5300000000000047,""threshold"":1.494687999999991,""reference_differences"":213,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""evaluations"":1}","temperature changed by 1.53, above its causal robust threshold 1.49.",True
1,Tulkarem Municipality,2026-08-15T16:00:00+00:00,2026-08-15T16:15:00+00:00,jump,temperature,warning,15.0,"{""first"":{""absolute_change"":1.9499999999999993,""threshold"":1.4946880000000367,""reference_differences"":217,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""last"":{""absolute_change"":1.9200000000000017,""threshold"":1.4946880000000367,""reference_differences"":218,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""evaluations"":2}","temperature changed by 1.92, above its causal robust threshold 1.49.",True
1,Tulkarem Municipality,2026-08-15T16:15:00+00:00,2026-08-15T16:15:00+00:00,jump,humidity,warning,0.0,"{""first"":{""absolute_change"":5.710000000000001,""threshold"":4.606975999999987,""reference_differences"":218,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""last"":{""absolute_change"":5.710000000000001,""threshold"":4.606975999999987,""reference_differences"":218,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""evaluations"":1}","humidity changed by 5.71, above its causal robust threshold 4.61.",True
4,ANNU Old Campus,2026-08-15T16:30:00+00:00,2026-08-15T16:30:00+00:00,jump,humidity,warning,0.0,"{""first"":{""absolute_change"":7.07,""threshold"":5.854448000000031,""reference_differences"":218,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""last"":{""absolute_change"":7.07,""threshold"":5.854448000000031,""reference_differences"":218,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""evaluations"":1}","humidity changed by 7.07, above its causal robust threshold 5.85.",True
1,Tulkarem Municipality,2026-08-15T21:15:00+00:00,2026-08-15T21:15:00+00:00,missing_reading,humidity,warning,0.0,"{""first"":{""value"":null},""last"":{""value"":null},""evaluations"":1}",Supported channel humidity is missing.,True
1,Tulkarem Municipality,2026-08-15T21:15:00+00:00,2026-08-15T21:15:00+00:00,missing_reading,pm25,warning,0.0,"{""first"":{""value"":null},""last"":{""value"":null},""evaluations"":1}",Supported channel pm25 is missing.,True
4,ANNU Old Campus,2026-08-16T04:45:00+00:00,2026-08-16T04:45:00+00:00,jump,pm25,warning,0.0,"{""first"":{""absolute_change"":10.21,""threshold"":6.720400000000002,""reference_differences"":267,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""last"":{""absolute_change"":10.21,""threshold"":6.720400000000002,""reference_differences"":267,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""evaluations"":1}","pm25 changed by 10.21, above its causal robust threshold 6.72.",True
1,Tulkarem Municipality,2026-08-16T05:00:00+00:00,2026-08-16T05:00:00+00:00,jump,o3,warning,0.0,"{""first"":{""absolute_change"":21.83,""threshold"":17.757648000000025,""reference_differences"":269,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""last"":{""absolute_change"":21.83,""threshold"":17.757648000000025,""reference_differences"":269,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""evaluations"":1}","o3 changed by 21.83, above its causal robust threshold 17.76.",True
1,Tulkarem Municipality,2026-08-16T05:30:00+00:00,2026-08-16T05:30:00+00:00,jump,pm25,warning,0.0,"{""first"":{""absolute_change"":6.239999999999998,""threshold"":4.572671999999979,""reference_differences"":270,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""last"":{""absolute_change"":6.239999999999998,""threshold"":4.572671999999979,""reference_differences"":270,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""evaluations"":1}","pm25 changed by 6.24, above its causal robust threshold 4.57.",True
1,Tulkarem Municipality,2026-08-16T06:00:00+00:00,2026-08-16T06:00:00+00:00,jump,o3,warning,0.0,"{""first"":{""absolute_change"":18.04,""threshold"":18.01486399999998,""reference_differences"":273,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""last"":{""absolute_change"":18.04,""threshold"":18.01486399999998,""reference_differences"":273,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""evaluations"":1}","o3 changed by 18.04, above its causal robust threshold 18.01.",True
1,Tulkarem Municipality,2026-08-16T07:15:00+00:00,2026-08-16T07:15:00+00:00,jump,o3,warning,0.0,"{""first"":{""absolute_change"":19.04,""threshold"":18.65290400000003,""reference_differences"":278,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""last"":{""absolute_change"":19.04,""threshold"":18.65290400000003,""reference_differences"":278,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""evaluations"":1}","o3 changed by 19.04, above its causal robust threshold 18.65.",True
1,Tulkarem Municipality,2026-08-16T07:45:00+00:00,2026-08-16T07:45:00+00:00,abnormal_noise,no2,warning,0.0,"{""first"":{""recent_difference_mad"":0.09636899999999926,""reference_difference_mad"":0.014825999999999683,""variability_ratio"":6.500000000000089,""sign_changes"":6,""window_samples"":8},""last"":{""recent_difference_mad"":0.09636899999999926,""reference_difference_mad"":0.014825999999999683,""variability_ratio"":6.500000000000089,""sign_changes"":6,""window_samples"":8},""evaluations"":1}",no2 is rapidly oscillating above its historical variability.,True
1,Tulkarem Municipality,2026-08-16T07:45:00+00:00,2026-08-16T07:45:00+00:00,abnormal_noise,o3,warning,0.0,"{""first"":{""recent_difference_mad"":19.303452,""reference_difference_mad"":3.3803280000000013,""variability_ratio"":5.710526315789472,""sign_changes"":6,""window_samples"":8},""last"":{""recent_difference_mad"":19.303452,""reference_difference_mad"":3.3803280000000013,""variability_ratio"":5.710526315789472,""sign_changes"":6,""window_samples"":8},""evaluations"":1}",o3 is rapidly oscillating above its historical variability.,True
1,Tulkarem Municipality,2026-08-16T07:45:00+00:00,2026-08-16T07:45:00+00:00,jump,no2,warning,0.0,"{""first"":{""absolute_change"":0.1899999999999995,""threshold"":0.12860799999999725,""reference_differences"":280,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""last"":{""absolute_change"":0.1899999999999995,""threshold"":0.12860799999999725,""reference_differences"":280,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""evaluations"":1}","no2 changed by 0.19, above its causal robust threshold 0.13.",True
1,Tulkarem Municipality,2026-08-16T07:45:00+00:00,2026-08-16T07:45:00+00:00,jump,o3,warning,0.0,"{""first"":{""absolute_change"":31.98,""threshold"":18.840815999999997,""reference_differences"":280,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""last"":{""absolute_change"":31.98,""threshold"":18.840815999999997,""reference_differences"":280,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""evaluations"":1}","o3 changed by 31.98, above its causal robust threshold 18.84.",True
1,Tulkarem Municipality,2026-08-16T08:15:00+00:00,2026-08-16T08:15:00+00:00,abnormal_noise,no2,warning,0.0,"{""first"":{""recent_difference_mad"":0.06671699999999989,""reference_difference_mad"":0.014825999999999683,""variability_ratio"":4.500000000000089,""sign_changes"":5,""window_samples"":8},""last"":{""recent_difference_mad"":0.06671699999999989,""reference_difference_mad"":0.014825999999999683,""variability_ratio"":4.500000000000089,""sign_changes"":5,""window_samples"":8},""evaluations"":1}",no2 is rapidly oscillating above its historical variability.,True
