timestamp,sensor_id,status,health_score,missing_count,gap_flag,flatline_flag,jump_flag,noise_flag,possible_drift_flag,suspicious_value_flag,cross_sensor_inconsistency_flag,issue_count,critical_issue_count,minutes_since_last_reading,issues_json,source_row_present,existing_jump_flag,existing_flatline_flag,existing_possible_drift_flag,existing_sampling_gap_flag,existing_suspicious_value_flag
2026-08-06T00:00:00+00:00,1,Healthy,100,0,0,0,0,0,0,0,0,0,0,0.0,[],1,0,0,0,0,0
2026-08-06T00:15:00+00:00,1,Healthy,100,0,0,0,0,0,0,0,0,0,0,0.0,[],1,0,0,0,0,0
2026-08-06T00:30:00+00:00,1,Healthy,100,0,0,0,0,0,0,0,0,0,0,0.0,[],1,0,0,0,0,0
2026-08-06T00:45:00+00:00,1,Healthy,100,0,0,0,0,0,0,0,0,0,0,0.0,[],1,0,0,0,0,0
2026-08-06T01:00:00+00:00,1,Healthy,100,0,0,0,0,0,0,0,0,0,0,0.0,[],1,0,0,0,0,0
2026-08-06T01:15:00+00:00,1,Healthy,100,0,0,0,0,0,0,0,0,0,0,0.0,[],1,0,0,0,0,0
2026-08-06T01:30:00+00:00,1,Healthy,100,0,0,0,0,0,0,0,0,0,0,0.0,[],1,0,0,0,0,0
2026-08-06T01:45:00+00:00,1,Healthy,100,0,0,0,0,0,0,0,0,0,0,0.0,[],1,0,0,0,0,0
2026-08-06T02:00:00+00:00,1,Healthy,100,0,0,0,0,0,0,0,0,0,0,0.0,[],1,0,0,0,0,0
2026-08-06T02:15:00+00:00,1,Healthy,100,0,0,0,0,0,0,0,0,0,0,0.0,[],1,0,0,0,0,0
2026-08-06T02:30:00+00:00,1,Healthy,100,0,0,0,0,0,0,0,0,0,0,0.0,[],1,0,0,0,0,0
2026-08-06T02:45:00+00:00,1,Healthy,100,0,0,0,0,0,0,0,0,0,0,0.0,[],1,0,0,0,0,0
2026-08-06T03:00:00+00:00,1,Healthy,100,0,0,0,0,0,0,0,0,0,0,0.0,[],1,0,0,0,0,0
2026-08-06T03:15:00+00:00,1,Healthy,100,0,0,0,0,0,0,0,0,0,0,0.0,[],1,0,0,0,0,0
2026-08-06T03:30:00+00:00,1,Healthy,100,0,0,0,0,0,0,0,0,0,0,0.0,[],1,0,0,0,0,0
2026-08-06T03:45:00+00:00,1,Healthy,100,0,0,0,0,0,0,0,0,0,0,0.0,[],1,0,0,0,0,0
2026-08-06T04:00:00+00:00,1,Healthy,100,0,0,0,0,0,0,0,0,0,0,0.0,[],1,0,0,0,0,0
2026-08-06T04:15:00+00:00,1,Healthy,100,0,0,0,0,0,0,0,0,0,0,0.0,[],1,0,0,0,0,0
2026-08-06T04:30:00+00:00,1,Healthy,100,0,0,0,0,0,0,0,0,0,0,0.0,[],1,0,0,0,0,0
2026-08-06T04:45:00+00:00,1,Healthy,100,0,0,0,0,0,0,0,0,0,0,0.0,[],1,0,0,0,0,0
2026-08-06T05:00:00+00:00,1,Healthy,100,0,0,0,0,0,0,0,0,0,0,0.0,[],1,0,0,0,0,0
2026-08-06T05:15:00+00:00,1,Healthy,100,0,0,0,0,0,0,0,0,0,0,0.0,[],1,0,0,0,0,0
2026-08-06T05:30:00+00:00,1,Healthy,100,0,0,0,0,0,0,0,0,0,0,0.0,[],1,0,0,0,0,0
2026-08-06T05:45:00+00:00,1,Healthy,100,0,0,0,0,0,0,0,0,0,0,0.0,[],1,0,0,0,0,0
2026-08-06T06:00:00+00:00,1,Healthy,100,0,0,0,0,0,0,0,0,0,0,0.0,[],1,0,0,0,0,0
2026-08-06T06:15:00+00:00,1,Healthy,100,0,0,0,0,0,0,0,0,0,0,0.0,[],1,0,0,0,0,0
2026-08-06T06:30:00+00:00,1,Healthy,100,0,0,0,0,0,0,0,0,0,0,0.0,[],1,0,0,0,0,0
2026-08-06T06:45:00+00:00,1,Healthy,100,0,0,0,0,0,0,0,0,0,0,0.0,[],1,0,0,0,0,0
2026-08-06T07:00:00+00:00,1,Warning,98,0,0,0,1,0,0,0,0,1,0,0.0,"[{""type"":""jump"",""severity"":""warning"",""channel"":""pm25"",""timestamp"":""2026-08-06T07:00:00+00:00"",""evidence"":{""absolute_change"":3.4800000000000004,""threshold"":2.7521599999999484,""reference_differences"":27,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""message"":""pm25 changed by 3.48, above its causal robust threshold 2.75."",""alert_recommended"":true}]",1,0,0,0,0,0
2026-08-06T07:15:00+00:00,1,Healthy,100,0,0,0,0,0,0,0,0,0,0,0.0,[],1,0,0,0,0,0
2026-08-06T07:30:00+00:00,1,Healthy,100,0,0,0,0,0,0,0,0,0,0,0.0,[],1,0,0,0,0,0
2026-08-06T07:45:00+00:00,1,Healthy,100,0,0,0,0,0,0,0,0,0,0,0.0,[],1,0,0,0,0,0
2026-08-06T08:00:00+00:00,1,Healthy,100,0,0,0,0,0,0,0,0,0,0,0.0,[],1,0,0,0,0,0
2026-08-06T08:15:00+00:00,1,Healthy,100,0,0,0,0,0,0,0,0,0,0,0.0,[],1,0,0,0,0,0
2026-08-06T08:30:00+00:00,1,Healthy,100,0,0,0,0,0,0,0,0,0,0,0.0,[],1,0,0,0,0,0
2026-08-06T08:45:00+00:00,1,Healthy,100,0,0,0,0,0,0,0,0,0,0,0.0,[],1,0,0,0,0,0
2026-08-06T09:00:00+00:00,1,Healthy,100,0,0,0,0,0,0,0,0,0,0,0.0,[],1,0,0,0,0,0
